Video File,Category,Time (seconds),Shoulder Flexion Angle,Shoulder Flexion Velocity,Shoulder Flexion Acceleration,Wrist Flexion Angle,Wrist Flexion Velocity,Wrist Flexion Acceleration,Wrist Pronation Angle,Wrist Pronation Velocity,Wrist Pronation Acceleration,Elbow Flexion Angle,Elbow Flexion Velocity,Elbow Flexion Acceleration,Shoulder Abduction Angle,Shoulder Abduction Velocity,Shoulder Abduction Acceleration,Wrist Palmar Angle,Wrist Palmar Velocity,Wrist Palmar Acceleration,Torso Rotation Angle,Torso Rotation Velocity,Torso Rotation Acceleration,Trunk Tilt Back Angle,Trunk Tilt Back Velocity,Trunk Tilt Back Acceleration
1.mp4,Skilled,0.0625,35.60425905000124,128.49814939287512,-1837.1297965056801,139.26133878392818,-36.35708355236784,2042.1198530173497,33.21211431517306,-147.66066183752622,2908.8796344417688,102.04105828863746,-193.51355593382527,2454.394205311197,59.140645180007596,-120.21241294457207,798.4720144118928,124.0073551659803,220.67764422043456,-2598.705109122602,26.847264216891478,-2.364270031596135,31.998868656708964,42.64431201764996,13.130174984863118,1.0965379936815225
1.mp4,Skilled,0.08333333333333333,40.9583486080377,13.677537111270112,-88.86330796516188,137.74646030257952,91.27540726121651,7.863281200598067,27.059586738609468,34.14431531508433,238.85525798885112,93.9779934580614,-40.11391810187547,394.497849900868,54.131794640650426,-70.30791204382876,667.1586959113773,133.2022570084984,58.258574900271924,-976.2461437946308,26.748752965574973,-0.36434074055182464,-5.017026129580017,43.191402642019256,13.198708609468213,-64.64608671256599
1.mp4,Skilled,0.10416666666666667,41.813194677492085,6.272261447506622,-153.50878893144542,143.45117325640555,91.93068069459969,-490.34494597527896,29.19360644580224,54.04892014748859,-303.839300251367,91.47087357669419,-7.239097276803136,-200.54295671190562,49.73755013791113,-14.711354051213988,312.86776846418496,136.8434179397654,-23.09527041594731,327.1350194463194,26.725981669290483,-0.7824262513501594,-47.533457092595775,44.01632193011102,7.81153471675438,-87.44684364050825
1.mp4,Skilled,0.125,42.33588313145097,-9.718237399518943,33.12299341635925,151.11206331428886,40.853082155508126,-502.3359406832653,33.69768312475962,22.398993037971195,-197.44759203805233,90.86761547029393,-28.12898860095997,-423.5115961318421,48.51160396697663,17.879038497138616,-760.3961257148164,134.9188120717698,10.98129410971096,285.4647634805275,26.66077948167797,-5.733828031828886,47.8486374559156,44.66728315650722,-1.2975114957985625,22.871464091574488
1.mp4,Skilled,0.14583333333333334,41.32356673566775,-5.577863222474036,-283.4024531695785,155.36759270548762,-21.938910429900034,-666.1057342706681,36.030911566214954,-2.281955966785347,-389.0597112981084,87.93751249102726,-81.06793811744024,-49.46509478027574,50.37400381042857,-77.17047721721343,204.16775857095692,136.06269687486468,46.664389544776895,361.05427184719,26.06350572836246,0.24725165016056394,-63.72100527232485,44.5321257090282,1.5614215156482487,-31.60871218455209
1.mp4,Skilled,0.16666666666666666,40.62633383285849,-46.90738764303757,-338.83371920641105,152.62522890175012,-119.07933001103915,651.0640236081543,35.745667070366785,-59.01983053109283,667.0869642975605,77.80402022634723,-88.28159777289711,2521.890366057523,40.72769415827689,-47.396012425615545,142.55739408472277,141.8957455679618,99.31813752249211,-1874.1063723517987,26.09441218463253,-9.045394952053478,28.644614919346466,44.72730339848423,-3.048182344598932,20.434710854766703
1.mp4,Skilled,0.1875,33.78567313491551,-103.37967417743941,229.90574902440335,135.25949327514024,-10.568659409680095,484.5407099139929,27.13860845124908,52.16133018516725,-170.21498388196466,64.92962055113307,332.03346323669,-374.5390564982026,33.81577567954129,-23.63644674482842,242.88369678485546,156.37964062332523,-213.032924536141,1104.4084810258007,24.775292087458066,-4.271292465495733,-1.6187526492072568,44.282776806563554,0.3576027978621852,-35.8575656333309
1.mp4,Skilled,0.20833333333333334,16.55572743867561,-60.272346235363784,266.3385830431364,133.49805004019356,80.28272369919357,-374.03470750203,35.83216348211029,20.24602070729888,-746.1678261968829,120.2685310905814,261.807390143277,-1187.5737853435041,29.876367888736553,21.904246402331978,-419.669491433645,120.87415320063506,-5.956334343803367,937.1070790361063,24.063410009875444,-4.574808587222094,-22.38386463915292,44.34237727287392,-6.365690758387359,14.119857555786238
1.mp4,Skilled,0.22916666666666666,5.254662519544902,-4.785141434710361,71.60373703757723,148.55106073379235,2.3588263029373135,-31.976498673277316,39.62829236472883,-135.20560975038507,713.6074078740144,169.35741674244585,14.396184863380313,-155.17522921832537,33.9834140891738,-65.52689764634407,187.47932305641655,119.75734051117193,189.2743071220521,-775.1872016571795,23.2056333997713,-9.238113720378953,56.42897979717707,43.14881025567629,-3.424053767598559,57.53841846594205
1.mp4,Skilled,0.25,4.257758053980243,11.624048303067752,-19.390178318232444,149.04248288023763,-4.969121309688737,59.825861795966006,11.460457000065272,28.32942122074322,-5.918885725205513,172.35662192231675,-21.164805165819253,34.563799477334925,20.331977079518783,-22.562886112581943,122.39846986471926,159.18948782826612,11.62724007561515,-103.20228538532712,21.281026374692352,3.6935274831407905,-3.9846230567029846,42.43546572075992,9.76183379751316,-2.6850062214505144
