Video,Category,Shoulder Flexion Change,Wrist Flexion Change,Wrist Pronation Change,Elbow Flexion Change,Shoulder Abduction Change,Wrist Palmar Flexion Change,Torso Rotation Change,Trunk Tilt Backward Change
55.mp4,Skilled,64.57563511020555,57.93760871118735,92.80219293411676,89.70167495035338,15.365460280962616,34.35793354989411,37.90705905504519,55.50435931415145
56.mp4,Skilled,78.87290873938102,47.22623121315701,22.721311221160413,103.70175980510129,3.9290229943696886,17.442164624526043,24.37738591145701,14.454779681911333
57.mp4,Skilled,10.257545247725231,9.817770877938898,8.593269719603242,19.17434385107441,13.65844636114469,1.2330859931854263,36.87145522148784,23.230959378510946
58.mp4,Skilled,8.073815659211647,30.801019803823607,26.318570170899747,6.823875398676591,11.640715409238545,9.17806448713597,50.813029461437296,65.4937550192659
59.mp4,Skilled,39.98397612107141,47.5977899793256,49.443206611273546,121.86825808213155,2.042288385265948,7.785075172727289,41.424910726417934,37.099345269288875
6.mp4,Skilled,1.3563579182292962,51.45900286673039,28.14451837876581,17.425068079016796,12.5717593605191,18.537132624534337,22.05229284475656,36.648748653591355
60.mp4,Skilled,37.490055242940805,9.550942726449307,28.080659397866086,49.29727606661457,8.628094293600292,40.89354050766485,38.66401816424894,61.17323013209152
61.mp4,Skilled,29.981003253460834,61.515422650327224,8.510479244391426,32.66941532204535,16.379273911134867,30.605332137814372,41.480806596243035,70.11512496894912
62.mp4,Skilled,32.48103916531667,59.13294027014575,15.677996978862417,45.07311150835105,2.91920128042198,21.541947918193358,41.6749063200993,62.98266478867116
63.mp4,Skilled,30.222582103676995,24.40593247257928,22.853711641431744,34.71127452894561,0.8563596229714392,26.450340985446402,27.32471975032434,59.145693768070274
64.mp4,Skilled,15.143741224655566,47.21389871225168,16.060477566350045,18.560016157180343,40.70845237033734,29.876606816183738,23.54834234840093,38.448171696833796
65.mp4,Skilled,17.57062828796108,39.52212281494522,9.096705791621886,24.22110106164493,31.4551917718654,21.660116107860688,25.70158487268334,33.76055329547245
66.mp4,Skilled,16.33945730931155,45.086483480259886,26.425564974895885,23.862337312348757,31.1403579230846,16.350795465650336,20.230220937919462,34.92721263785419
67.mp4,Skilled,21.69175301244293,30.033952377879643,26.12162928090116,31.260013399554182,17.09509773795999,5.793665475317624,32.761454971174906,46.42150622436345
68.mp4,Skilled,1.003366299277019,72.99561075100274,40.91210954481853,21.693125017936154,6.006368616027828,17.886356969893825,18.448236744243523,35.382471399306006
69.mp4,Skilled,8.568354888626343,68.51827652142572,19.434842697614634,25.574774888722573,23.1228206654229,12.980250222825362,45.87520992861333,69.81735052774371
7.mp4,Skilled,30.6232211835607,100.18793021551092,14.277217203273047,62.113311204034545,7.473032956260388,3.7795872115699183,1.7124108123119939,14.991577873584426
70.mp4,Skilled,6.830213085526697,65.03263301793594,2.8182376252013484,20.88548046509908,29.50320184502384,30.034568645724818,31.769104898668402,58.53427215600273
71.mp4,Skilled,13.789503589051575,19.639517456822432,52.39061306879156,10.358876557339983,36.28242929580469,37.319437844627984,20.69126686061235,34.78388959539311
72.mp4,Skilled,33.748598696388434,21.501609146148837,49.13905365483536,61.30815601435852,28.439753189254212,18.011396440831305,38.13841644348219,51.11303943895453
73.mp4,Skilled,19.08953439636731,23.034352095348112,67.33666584090844,17.362749879090075,34.452165578447094,10.129872346955807,29.994088799140453,61.42610427690131
74.mp4,Skilled,21.451184830538114,15.599320440371912,66.06493188181965,29.07877009840233,40.92014105961541,16.26446760120561,24.46445109979362,32.85615987121668
75.mp4,Skilled,37.252729493814215,52.68238529773383,73.5698740511697,69.37045330279378,22.567077006100448,92.88678413484634,45.27325410862191,49.27398290563636
76.mp4,Skilled,9.999118618634036,21.62172900266424,6.7372842972496585,22.89267163429372,41.493134515213384,65.80051392535773,31.527924894097385,35.44419251620536
78.mp4,Skilled,5.721356264499828,31.91969921305457,9.138310940213167,13.448830044032661,44.50473560663418,60.08437717318449,17.835612662584076,21.45605388758281
79.mp4,Skilled,20.518162732320654,45.98118927202242,27.785660033471395,51.944496185381325,12.39251736948124,23.88760578128546,37.04703600120558,46.60246847974915
8.mp4,Skilled,16.80117032783612,2.717944018632693,3.830908822246471,23.743448092627844,14.740675011251255,16.650652683771938,4.083798712373763,3.3724808731577127
80.mp4,Skilled,15.331817873328315,46.12429077981227,58.36398399859698,3.803497534453925,31.94793810576831,23.530528355892727,11.73405442255001,25.420517406538657
81.mp4,Skilled,18.163469571544887,73.94265585287688,64.4021847216239,11.292478162080997,26.252880575371826,13.148060384590622,43.68279627578696,60.883321964424646
82.mp4,Skilled,4.269359994032406,104.68336078148405,75.1629559074429,3.5419320367514473,54.81118199052148,18.96771933063863,4.814496201593993,7.787364793120538
83.mp4,Skilled,4.73736121636264,86.49053980124728,57.750606059158024,11.501918296159133,37.23136324322261,32.812793463141105,28.44659238831194,27.792451002368736
84.mp4,Skilled,11.712115545940772,2.238016533482579,16.53934225021358,13.9669007618876,17.488280233337285,25.056196158313583,4.833952493586384,21.865116209519286
85.mp4,Skilled,11.664862927971605,11.586364787618777,81.75714334441534,6.814361801387861,15.322996333983355,60.232018521405934,32.201618991159066,50.106468251656004
86.mp4,Skilled,1.028874917298344,12.223388101803948,100.75202533999759,18.551552732645888,15.52011132991528,88.70938790830888,27.314324789003493,45.248128831256665
87.mp4,Skilled,1.9085416361288488,26.138229121384683,36.65750014548165,13.393598236784783,4.698986796820137,6.364054789640278,42.71756284247148,56.584070405473994
88.mp4,Skilled,8.782964882073463,4.115625649131971,58.62872621239707,9.512245677056342,25.25911347998213,52.71941568519384,20.18196571783328,55.86135778269845
89.mp4,Skilled,20.24132905911487,8.193011396665952,35.168420236198216,30.193187770000208,7.3740230975023024,20.415871619027314,17.27630166168293,35.15573233282228
9.mp4,Skilled,2.3347823308481797,58.94434047565039,24.9992611516211,3.4364618162953207,5.007699531436042,33.08293939373611,8.950872402124581,14.473198557687809
90.mp4,Skilled,12.139957250212507,64.1685950267696,7.660399403772203,24.53358103875769,49.712725973790604,57.474568077263484,34.40592699245831,35.16696137730243
91.mp4,Skilled,3.65912385256609,3.580088827360896,9.12177028994843,6.229239106163561,7.9857309511948,0.9546304753167192,33.78046067040528,26.7272255286737
92.mp4,Skilled,0.7785116548280575,36.70283814266509,7.381093599778751,0.5780960976081815,33.51208970207892,68.8477142544937,30.745921131098903,49.179046630340274
93.mp4,Skilled,4.925489275961471,47.45592568897416,4.822301726701198,12.741277513939593,14.955117271999669,64.86160464184559,41.084072657079986,51.960081040827845
94.mp4,Skilled,7.318506922692986,27.39845826548307,0.9489884172465253,17.353476586446618,36.98156704300385,51.65809619323353,30.13716741212972,33.2349365535539
95.mp4,Skilled,4.510394680616323,7.6671985805544125,5.98734990952218,11.251902557653949,5.886501369392519,24.77003358039471,20.932566688888635,11.298667525893478
96.mp4,Skilled,26.727260360243914,36.54487997752207,32.02431024473199,31.644641197006464,48.88095661428883,4.5201550722317165,20.509542273162488,38.57788999430778
97.mp4,Skilled,24.877865823765134,66.49265952334252,23.74382313241975,45.00123357347569,34.130993100861986,30.70459888852571,31.09318716149917,51.29538322665151
98.mp4,Skilled,12.63770419280717,53.742786725334966,71.701045434507,5.660692252058851,4.144052620340339,24.404943116876396,16.275385648090555,40.81307603040242
99.mp4,Skilled,62.924310141545234,7.220517523731473,51.53693981603518,100.94466851047869,34.462797267079495,63.26767584254132,14.529232045661164,37.285397079986254
